equipment_id,bank_id,equipment_type,manufacturer,model,timestamp,health_score,status
EQ-282798-PIA-01,282798,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.6,OK
EQ-283389-PIA-01,283389,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.5,OK
EQ-284603-PIA-01,284603,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.0,OK
EQ-284851-PIA-01,284851,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,84.2,Watch
EQ-284936-PIA-01,284936,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.5,OK
EQ-285090-PIA-01,285090,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.0,OK
EQ-16026-PIA-01,16026,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.4,OK
EQ-16136-PIA-01,16136,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.9,OK
EQ-16140-PIA-01,16140,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.7,OK
EQ-16141-PIA-01,16141,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.2,OK
EQ-16145-PIA-01,16145,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.6,OK
EQ-16148-PIA-01,16148,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.9,OK
EQ-16149-PIA-01,16149,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.8,OK
EQ-16152-PIA-01,16152,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,84.9,Watch
EQ-16155-PIA-01,16155,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.1,OK
EQ-282942-PIA-01,282942,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.7,OK
EQ-282944-PIA-01,282944,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.0,OK
EQ-284562-PIA-01,284562,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.4,OK
EQ-284610-PIA-01,284610,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.9,OK
EQ-284615-PIA-01,284615,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.9,OK
EQ-284635-PIA-01,284635,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.4,OK
EQ-284645-PIA-01,284645,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.0,OK
EQ-284798-PIA-01,284798,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.1,OK
EQ-284841-PIA-01,284841,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,94.0,OK
EQ-284855-PIA-01,284855,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.3,OK
EQ-284859-PIA-01,284859,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.3,OK
EQ-285089-PIA-01,285089,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.2,OK
EQ-16028-PIA-01,16028,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.9,OK
EQ-16160-PIA-01,16160,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.6,OK
EQ-280941-PIA-01,280941,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.2,OK
EQ-284629-PIA-01,284629,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.6,OK
EQ-285161-PIA-01,285161,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,85.3,OK
EQ-13014-PIA-01,13014,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,93.9,OK
EQ-91116-PIA-01,91116,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.1,OK
EQ-281804-PIA-01,281804,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.9,OK
EQ-285272-PIA-01,285272,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.1,OK
EQ-23147-PIA-01,23147,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.3,OK
EQ-23148-PIA-01,23148,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.8,OK
EQ-23149-PIA-01,23149,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.9,OK
EQ-283420-PIA-01,283420,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.1,OK
EQ-283417-PIA-01,283417,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.5,OK
EQ-283508-PIA-01,283508,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.8,OK
EQ-23118-PIA-01,23118,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.2,OK
EQ-284904-PIA-01,284904,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.4,OK
EQ-23115-PIA-01,23115,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.2,OK
EQ-23184-PIA-01,23184,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.4,OK
EQ-283369-PIA-01,283369,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.2,OK
EQ-587-PIA-01,587,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.2,OK
EQ-23150-PIA-01,23150,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.3,OK
EQ-1517-PIA-01,1517,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.1,OK
EQ-1518-PIA-01,1518,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.0,OK
EQ-1519-PIA-01,1519,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.2,OK
EQ-1520-PIA-01,1520,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.1,OK
EQ-1521-PIA-01,1521,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.7,OK
EQ-1522-PIA-01,1522,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.3,OK
EQ-23102-PIA-01,23102,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.5,OK
EQ-23129-PIA-01,23129,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.2,OK
EQ-23176-PIA-01,23176,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.7,OK
EQ-280563-PIA-01,280563,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.9,OK
EQ-283234-PIA-01,283234,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.2,OK
EQ-283235-PIA-01,283235,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.1,OK
EQ-283236-PIA-01,283236,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,85.5,OK
EQ-283237-PIA-01,283237,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.0,OK
EQ-283409-PIA-01,283409,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.6,OK
EQ-283656-PIA-01,283656,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.7,OK
EQ-284167-PIA-01,284167,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.5,OK
EQ-284208-PIA-01,284208,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.0,OK
EQ-284209-PIA-01,284209,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.9,OK
EQ-284481-PIA-01,284481,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.3,OK
EQ-507-PIA-01,507,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.9,OK
EQ-535-PIA-01,535,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.2,OK
EQ-541-PIA-01,541,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,85.5,OK
EQ-542-PIA-01,542,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.1,OK
EQ-543-PIA-01,543,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.4,OK
EQ-544-PIA-01,544,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,93.5,OK
EQ-545-PIA-01,545,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.7,OK
EQ-546-PIA-01,546,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.5,OK
EQ-548-PIA-01,548,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.0,OK
EQ-23151-PIA-01,23151,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.1,OK
EQ-280286-PIA-01,280286,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.9,OK
EQ-284962-PIA-01,284962,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.9,OK
EQ-283638-PIA-01,283638,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.1,OK
EQ-23138-PIA-01,23138,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.4,OK
EQ-283238-PIA-01,283238,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.8,OK
EQ-284168-PIA-01,284168,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.4,OK
EQ-23153-PIA-01,23153,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.6,OK
EQ-23154-PIA-01,23154,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.7,OK
EQ-1543-PIA-01,1543,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.9,OK
EQ-23155-PIA-01,23155,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.4,OK
EQ-280541-PIA-01,280541,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.7,OK
EQ-284469-PIA-01,284469,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.3,OK
EQ-23156-PIA-01,23156,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.2,OK
EQ-283414-PIA-01,283414,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.9,OK
EQ-284852-PIA-01,284852,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.9,OK
EQ-285099-PIA-01,285099,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.9,OK
EQ-584-PIA-01,584,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.4,OK
EQ-23157-PIA-01,23157,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.2,OK
EQ-1538-PIA-01,1538,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.0,OK
EQ-284496-PIA-01,284496,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.9,OK
EQ-23103-PIA-01,23103,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.6,OK
EQ-23142-PIA-01,23142,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.3,OK
EQ-23144-PIA-01,23144,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.4,OK
EQ-23158-PIA-01,23158,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.6,OK
EQ-280282-PIA-01,280282,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.1,OK
EQ-282815-PIA-01,282815,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.6,OK
EQ-284174-PIA-01,284174,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.1,OK
EQ-284943-PIA-01,284943,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.5,OK
EQ-576-PIA-01,576,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.4,OK
EQ-577-PIA-01,577,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.2,OK
EQ-23111-PIA-01,23111,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.5,OK
EQ-284470-PIA-01,284470,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.4,OK
EQ-1524-PIA-01,1524,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.9,OK
EQ-1526-PIA-01,1526,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.9,OK
EQ-23101-PIA-01,23101,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.3,OK
EQ-23178-PIA-01,23178,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.4,OK
EQ-280285-PIA-01,280285,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.8,OK
EQ-280461-PIA-01,280461,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.3,OK
EQ-282593-PIA-01,282593,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.3,OK
EQ-283791-PIA-01,283791,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.9,OK
EQ-284248-PIA-01,284248,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.8,OK
EQ-284878-PIA-01,284878,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.0,OK
EQ-549-PIA-01,549,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.9,OK
EQ-552-PIA-01,552,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.1,OK
EQ-554-PIA-01,554,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.2,OK
EQ-557-PIA-01,557,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.2,OK
EQ-559-PIA-01,559,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.5,OK
EQ-561-PIA-01,561,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.2,OK
EQ-563-PIA-01,563,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.7,OK
EQ-564-PIA-01,564,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.6,OK
EQ-566-PIA-01,566,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.3,OK
EQ-567-PIA-01,567,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-569-PIA-01,569,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.9,OK
EQ-571-PIA-01,571,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.2,OK
EQ-1505-PIA-01,1505,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.8,OK
EQ-1540-PIA-01,1540,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.7,OK
EQ-23116-PIA-01,23116,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-280290-PIA-01,280290,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.9,OK
EQ-283291-PIA-01,283291,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.3,OK
EQ-285255-PIA-01,285255,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.9,OK
EQ-504-PIA-01,504,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.4,OK
EQ-23160-PIA-01,23160,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,94.1,OK
EQ-588-PIA-01,588,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.2,OK
EQ-23104-PIA-01,23104,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.2,OK
EQ-1534-PIA-01,1534,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.6,OK
EQ-23161-PIA-01,23161,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.8,OK
EQ-23162-PIA-01,23162,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.1,OK
EQ-284305-PIA-01,284305,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.2,OK
EQ-23109-PIA-01,23109,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.2,OK
EQ-284944-PIA-01,284944,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.4,OK
EQ-23164-PIA-01,23164,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,85.9,OK
EQ-1508-PIA-01,1508,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.9,OK
EQ-1547-PIA-01,1547,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.5,OK
EQ-23159-PIA-01,23159,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.2,OK
EQ-284010-PIA-01,284010,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.9,OK
EQ-585-PIA-01,585,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.7,OK
EQ-586-PIA-01,586,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.6,OK
EQ-23120-PIA-01,23120,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,93.5,OK
EQ-284446-PIA-01,284446,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.9,OK
EQ-536-PIA-01,536,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.9,OK
EQ-23166-PIA-01,23166,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.2,OK
EQ-23167-PIA-01,23167,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.4,OK
EQ-23168-PIA-01,23168,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,94.3,OK
EQ-1545-PIA-01,1545,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.1,OK
EQ-281812-PIA-01,281812,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.0,OK
EQ-284468-PIA-01,284468,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.9,OK
EQ-281918-PIA-01,281918,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.9,OK
EQ-283239-PIA-01,283239,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.6,Watch
EQ-284957-PIA-01,284957,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.1,OK
EQ-505-PIA-01,505,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.7,OK
EQ-282582-PIA-01,282582,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.6,OK
EQ-283365-PIA-01,283365,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.8,OK
EQ-284711-PIA-01,284711,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.1,OK
EQ-589-PIA-01,589,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,84.8,Watch
EQ-23119-PIA-01,23119,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.7,OK
EQ-547-PIA-01,547,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.2,OK
EQ-590-PIA-01,590,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.2,OK
EQ-23169-PIA-01,23169,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.8,OK
EQ-284444-PIA-01,284444,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.0,OK
EQ-285112-PIA-01,285112,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.1,OK
EQ-23112-PIA-01,23112,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,85.2,OK
EQ-283418-PIA-01,283418,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.1,OK
EQ-23107-PIA-01,23107,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.8,OK
EQ-285321-PIA-01,285321,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.5,OK
EQ-23170-PIA-01,23170,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.7,OK
EQ-23171-PIA-01,23171,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.9,OK
EQ-23106-PIA-01,23106,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.6,OK
EQ-284166-PIA-01,284166,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.2,OK
EQ-23172-PIA-01,23172,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.8,OK
EQ-23143-PIA-01,23143,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.8,OK
EQ-23173-PIA-01,23173,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,93.1,OK
EQ-23180-PIA-01,23180,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.6,OK
EQ-284900-PIA-01,284900,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.6,OK
EQ-581-PIA-01,581,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,94.7,OK
EQ-583-PIA-01,583,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.9,OK
EQ-23174-PIA-01,23174,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.0,OK
EQ-23175-PIA-01,23175,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.9,OK
EQ-284842-PIA-01,284842,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.7,OK
EQ-285111-PIA-01,285111,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.5,OK
EQ-18137-PIA-01,18137,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.1,OK
EQ-18138-PIA-01,18138,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.2,OK
EQ-18139-PIA-01,18139,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.2,OK
EQ-18140-PIA-01,18140,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,84.7,Watch
EQ-18141-PIA-01,18141,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.0,OK
EQ-18142-PIA-01,18142,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.6,OK
EQ-18143-PIA-01,18143,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.8,OK
EQ-18144-PIA-01,18144,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.9,OK
EQ-18146-PIA-01,18146,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.6,OK
EQ-18147-PIA-01,18147,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.5,OK
EQ-18149-PIA-01,18149,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.0,OK
EQ-283305-PIA-01,283305,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.0,OK
EQ-283339-PIA-01,283339,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.7,OK
EQ-284510-PIA-01,284510,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.7,OK
EQ-18026-PIA-01,18026,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.7,OK
EQ-18258-PIA-01,18258,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,94.7,OK
EQ-18261-PIA-01,18261,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,85.5,OK
EQ-18264-PIA-01,18264,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-18266-PIA-01,18266,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.1,OK
EQ-27129-PIA-01,27129,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.5,OK
EQ-18253-PIA-01,18253,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.7,OK
EQ-18256-PIA-01,18256,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.1,OK
EQ-18257-PIA-01,18257,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.6,OK
EQ-27114-PIA-01,27114,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.4,OK
EQ-27177-PIA-01,27177,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.8,OK
EQ-284508-PIA-01,284508,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.3,OK
EQ-284589-PIA-01,284589,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.5,OK
EQ-284764-PIA-01,284764,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.6,OK
EQ-18223-PIA-01,18223,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.2,OK
EQ-18225-PIA-01,18225,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.5,OK
EQ-18226-PIA-01,18226,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.0,OK
EQ-18252-PIA-01,18252,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.0,OK
