date,source_bank,destination_bank,recommended_units,distance_km,travel_time_min,priority,reason
2026-09-01,283251,280383,7,11.36,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280706,11062,7,0.8,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,99156,2719,5,3.02,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,27098,284346,5,1.9,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280240,28008,7,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,14042,20136,7,8.78,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284875,284815,5,0.93,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,32009,32088,8,4.23,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,21106,32087,9,7.04,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284311,36115,7,4.25,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,99246,284159,5,2.71,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,1802,24106,7,0.83,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284377,99217,6,2.46,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,281742,281565,6,3.88,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283505,29166,5,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280569,283901,6,8.39,33,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,280379,284796,6,1.14,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,30229,30005,9,1.3,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,577,554,5,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,94148,94139,5,4.14,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283535,29023,6,1.18,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284925,11012,10,5.53,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284514,18209,6,9.12,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,29089,280764,8,0.79,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284533,280420,6,1.92,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285239,280647,10,0.07,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,2895,282622,7,3.81,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,36141,283328,5,24.84,44,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,285169,96112,5,3.25,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,16059,282806,5,29.4,48,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,2801,284685,6,1.81,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,95109,95101,6,2.67,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,23008,23010,5,122.29,241,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284410,28014,7,1.99,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284432,283840,8,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,18243,18238,10,234.12,441,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,15141,29138,5,49.85,84,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,98115,28077,6,3.21,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284263,284080,7,0.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,283069,283626,5,0.93,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,284644,283421,10,2.24,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,1712,284804,5,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,95134,280709,5,3.15,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,16103,284848,5,1.64,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,14020,14048,5,5.1,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,282682,7012,7,84.21,149,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,18214,284555,6,78.1,125,High,Balance surplus against predicted 72-hour stockout risk
2026-09-01,32015,32091,6,4.35,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283256,285170,6,6.19,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,2858,283353,11,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,280327,29074,8,1.14,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283957,91109,5,6.78,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,2937,283726,7,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,30286,283374,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,30074,283383,7,38.56,72,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,27088,94177,7,11.95,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,284406,280395,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,18253,27177,5,1.01,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,284763,282586,7,6.93,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,11048,11005,6,0.28,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283440,284199,7,0.99,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,281770,284668,6,4.53,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,23008,23010,8,122.29,241,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,1802,24106,11,0.83,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283388,28077,6,0.98,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,624,647,6,4.39,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,94124,283590,5,6.36,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,280386,15101,9,5.24,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283494,96107,7,7.13,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,91121,284945,5,19.28,48,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,280760,95111,8,3.0,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,285062,18089,5,2.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283369,23115,7,12.61,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,32015,32091,9,4.35,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283555,280324,7,3.28,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,28128,282819,12,3.37,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,285217,7016,10,8.87,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,19141,19120,5,0.73,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,30222,30005,7,2.26,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,4019,284930,5,6.38,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,284497,99173,5,1.49,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,10166,10125,8,3.57,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283449,284544,7,4.65,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,284255,91112,6,3.16,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,28060,28004,7,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,285312,27126,8,1.44,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283607,28056,5,7.29,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283251,15149,7,27.76,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283570,94114,5,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,283755,28053,5,15.16,39,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,10138,10102,5,3.77,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,750,99130,9,45.19,78,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,16033,16080,7,19.13,36,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,27170,283264,6,6.06,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,284013,96110,9,5.06,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-02,99171,99165,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,280836,825,5,3.79,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,285239,282880,5,0.07,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,280765,27150,5,5.54,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,30174,30069,8,4.19,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284308,99151,13,2.11,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,28149,2867,8,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,27088,94177,9,11.95,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284426,280585,6,5.25,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,1732,1762,6,87.76,146,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,283168,10126,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,28096,283557,7,1.31,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,27105,27118,13,35.93,57,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,282633,284233,7,3.19,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284403,4068,7,1.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,282777,11066,5,5.34,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,30297,30300,6,61.77,88,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,285159,282883,14,8.57,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284497,99173,8,1.49,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,29165,15129,5,3.76,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,564,23101,8,1.21,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,15141,29138,5,49.85,84,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,2841,2842,5,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,283736,285323,6,1.04,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,18156,18161,7,4.44,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284127,94115,5,40.86,64,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,16159,280912,7,4.14,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,544,23176,9,0.84,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,494,487,10,24.94,54,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,30074,283383,6,38.56,72,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,282745,280428,5,0.65,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,280239,28018,9,2.64,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,282661,853,6,39.34,66,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,282756,283396,8,6.58,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,2937,28121,9,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,283523,283495,9,1.6,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,99242,283205,5,1.79,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,29128,15128,9,0.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,280240,28008,9,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,2811,28139,7,1.89,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,280379,283195,7,1.42,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,97131,285066,7,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,283536,95134,6,2.26,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284672,284586,8,8.84,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284922,283949,7,25.38,53,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,27040,94116,8,0.93,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,281552,284353,6,2.92,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,285159,284848,4,8.34,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,283689,283569,7,2.89,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,16052,284616,5,2.67,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,284548,283895,5,5.5,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,285244,282683,8,4.64,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,11055,11069,7,3.36,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-03,99134,282644,8,2.72,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,282633,284233,8,3.19,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,657,609,9,4.76,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284518,280323,5,1.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283204,283670,9,4.27,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283710,284435,5,4.47,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,99215,283384,10,0.84,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,1723,283200,5,5.02,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,10124,280155,6,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,29093,284502,5,0.86,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,27105,27118,6,35.93,57,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,33118,30280,5,3.98,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,846,821,8,1.83,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,29063,29002,6,0.53,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,24140,284971,7,2.43,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,11010,282746,11,0.79,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,285312,27150,6,1.58,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284337,284704,8,1.99,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280612,29124,7,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284284,280703,8,1.74,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,29128,15128,8,0.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280239,28018,5,2.64,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280510,284243,9,1.26,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284802,612,5,2.56,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280763,284690,7,3.78,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283523,283495,6,1.6,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284127,94115,5,40.86,64,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284797,280659,5,10.16,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,25008,25001,5,5.62,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280661,283136,6,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,99171,99165,7,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284003,29114,7,11.88,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,285083,16017,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,20124,284244,5,2.62,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,282755,283396,5,2.4,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283428,28088,6,8.51,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283198,284844,5,2.21,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,95109,280709,5,5.28,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284810,93108,5,1.92,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284522,284747,5,1.43,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283815,280369,6,6.01,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,410,407,5,1.8,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,36124,36106,10,0.9,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283177,10153,5,84.85,174,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284218,281524,6,2.69,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,20105,20153,6,5.8,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283830,94114,7,1.23,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,28106,281755,5,5.29,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,1747,1728,6,59.63,95,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,15046,15139,5,0.39,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284153,284398,9,0.66,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280240,28008,6,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,99187,99231,5,1.58,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284922,283722,9,9.58,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,29130,284896,6,1.18,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,280397,283673,8,1.06,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,282786,282791,8,1.93,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,285134,28020,11,6.63,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,2726,284730,5,1.23,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,284105,280531,5,1.45,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,28142,2929,7,65.94,139,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,20147,14032,7,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-04,283335,29006,5,1.15,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,36145,36120,6,0.99,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,18250,18027,6,44.2,97,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284394,284397,5,3.23,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284745,285117,7,69.15,117,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,280516,27119,6,1.44,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,282777,11053,6,48.29,91,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,1718,284447,6,2.97,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,18194,27174,9,1.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,18214,284555,5,78.1,125,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,30020,282709,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284308,99151,6,2.11,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,280327,283518,7,1.44,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284139,36108,8,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,27152,27117,5,82.86,160,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284294,283956,6,1.11,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,18099,282586,9,1.63,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284951,284422,11,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,494,487,5,24.94,54,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,888,280585,7,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284196,36139,7,1.3,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,30299,283383,7,16.32,43,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,31003,280695,5,9.2,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,32009,32088,5,4.23,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,96116,11005,6,2.25,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,280167,10001,6,4.78,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,10158,283191,5,1.5,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284770,283619,9,3.23,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,1522,23102,9,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,1732,1762,5,87.76,146,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284413,284114,14,7.08,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284976,99173,5,1.84,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,760,283816,8,53.98,87,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,29093,283164,6,0.74,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283479,284867,8,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,28075,28001,7,1.07,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283543,284268,9,5.64,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,18167,281039,9,1.07,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283341,283399,6,4.27,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283635,94118,6,8.53,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,15158,280358,5,54.73,88,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284712,283687,5,1.42,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,285199,618,5,3.81,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,285278,4015,8,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,16128,282802,10,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284696,280208,8,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,20124,284244,5,2.62,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283387,28077,6,3.7,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283575,94115,10,12.71,36,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284100,32026,7,0.86,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,847,280455,5,1.23,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,284285,24104,8,6.96,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,280920,283503,5,1.14,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,285134,28020,13,6.63,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283397,280794,7,8.24,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,852,851,12,1.72,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-05,283538,280615,7,3.74,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,19141,284291,5,0.73,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284433,282586,13,0.46,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283479,284867,8,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,494,487,7,24.94,54,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,18164,18154,7,91.01,134,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,285264,284398,5,1.33,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284583,283889,6,4.01,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284462,283213,5,1.61,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283477,610,6,1.84,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284921,280520,6,1.63,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,11051,96110,5,4.81,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,2804,284038,5,16.74,44,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283427,24114,5,4.33,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283514,96105,5,3.37,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,847,821,8,1.23,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283251,15149,6,27.76,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,285229,28116,5,1.18,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,282993,36104,6,2.54,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,285278,4015,6,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,6003,285320,6,5.87,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,631,648,8,1.04,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283154,872,5,1.43,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,95101,280709,9,5.06,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,280509,793,6,3.36,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,280726,284456,6,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284269,283819,5,9.58,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284478,33110,5,5.12,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,1827,1826,8,28.02,54,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,284489,283378,7,6.53,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,32015,32059,5,4.88,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-06,283498,280440,5,3.34,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,281307,282645,8,10.14,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283547,282880,8,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283532,280632,10,77.41,137,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284030,284420,6,10.33,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283479,284867,12,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285248,402,6,3.42,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,36147,29081,6,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282785,16124,8,8.88,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282743,96112,6,3.57,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,30127,283374,6,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,15163,15041,5,2.07,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,28028,28065,5,2.67,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285110,414,5,1.27,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284424,94125,5,1.07,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282667,283311,6,2.35,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284403,4068,7,1.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,30079,30038,8,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,28075,28001,8,1.07,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,29117,36111,10,38.42,75,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283530,285301,6,2.91,16,High,Balance surplus against predicted 72-hour stockout risk
