source_bank,destination_bank,distance_km,travel_time_min,vehicle_id,capacity,refrigerated
94130,283770,2.32,14,VH-94130-1,24,True
94130,284127,2.85,13,VH-94130-2,48,True
94130,94115,42.23,92,VH-94130-3,24,True
27046,284909,2.48,12,VH-27046-1,60,True
27046,93106,3.45,17,VH-27046-2,48,True
27046,93101,4.19,16,VH-27046-3,24,True
284909,93106,0.97,19,VH-284909-1,36,True
284909,27046,2.48,21,VH-284909-2,60,True
284909,93101,4.78,22,VH-284909-3,36,True
93101,27046,4.19,19,VH-93101-1,24,True
93101,284909,4.78,22,VH-93101-2,36,True
93101,93106,5.34,19,VH-93101-3,60,True
93106,284909,0.97,12,VH-93106-1,24,True
93106,27046,3.45,18,VH-93106-2,60,True
93106,93101,5.34,22,VH-93106-3,48,True
94123,27046,18.49,42,VH-94123-1,48,True
94123,93101,20.07,39,VH-94123-2,48,True
94123,284909,20.91,46,VH-94123-3,60,True
94133,93106,19.13,43,VH-94133-1,36,True
94133,284909,19.91,45,VH-94133-2,48,True
94133,93101,20.08,37,VH-94133-3,36,True
27006,94134,1.53,12,VH-27006-1,24,True
27006,27054,1.66,14,VH-27006-2,36,True
27006,27057,2.32,19,VH-27006-3,24,True
27054,94134,0.7,11,VH-27054-1,48,True
27054,27057,0.87,12,VH-27054-2,24,True
27054,27006,1.66,16,VH-27054-3,24,True
27057,94134,0.84,16,VH-27057-1,60,True
27057,27054,0.87,17,VH-27057-2,36,True
27057,27006,2.32,14,VH-27057-3,24,True
283600,27057,5.13,21,VH-283600-1,60,True
283600,27054,5.73,21,VH-283600-2,48,True
283600,94134,5.97,23,VH-283600-3,24,True
94127,94143,21.27,49,VH-94127-1,48,True
94127,93101,45.28,77,VH-94127-2,48,True
94127,94133,45.92,75,VH-94127-3,60,True
94134,27054,0.7,13,VH-94134-1,60,True
94134,27057,0.84,17,VH-94134-2,60,True
94134,27006,1.53,19,VH-94134-3,36,True
94143,94127,21.27,47,VH-94143-1,60,True
94143,94133,28.48,63,VH-94143-2,48,True
94143,93101,36.23,65,VH-94143-3,24,True
27010,27061,0.8,10,VH-27010-1,36,True
27010,27036,1.04,17,VH-27010-2,24,True
27010,283329,1.29,12,VH-27010-3,48,True
27036,27010,1.04,10,VH-27036-1,24,True
27036,27061,1.25,19,VH-27036-2,60,True
27036,283743,1.48,16,VH-27036-3,48,True
27040,94116,0.93,12,VH-27040-1,60,True
27040,27062,0.93,17,VH-27040-2,48,True
27040,284938,1.21,11,VH-27040-3,24,True
27045,283586,3.97,17,VH-27045-1,24,True
27045,27040,4.12,21,VH-27045-2,60,True
27045,27062,5.04,16,VH-27045-3,24,True
27051,280756,1.62,20,VH-27051-1,48,True
27051,283743,1.82,19,VH-27051-2,60,True
27051,27003,1.83,15,VH-27051-3,24,True
27053,27003,27.45,56,VH-27053-1,60,True
27053,283593,28.21,51,VH-27053-2,24,True
27053,284717,28.4,62,VH-27053-3,60,True
27061,27010,0.8,16,VH-27061-1,48,True
27061,27036,1.25,16,VH-27061-2,60,True
27061,283329,2.07,12,VH-27061-3,48,True
27062,94116,0.0,12,VH-27062-1,60,True
27062,283433,0.67,12,VH-27062-2,36,True
27062,284938,0.72,9,VH-27062-3,48,True
27103,283569,0.0,15,VH-27103-1,36,True
27103,283689,2.89,19,VH-27103-2,36,True
27103,283329,4.45,20,VH-27103-3,60,True
280756,283433,0.79,14,VH-280756-1,24,True
280756,27062,0.81,11,VH-280756-2,60,True
280756,94116,0.81,11,VH-280756-3,48,True
283329,283743,1.02,10,VH-283329-1,60,True
283329,27010,1.29,17,VH-283329-2,60,True
283329,27036,1.94,14,VH-283329-3,36,True
283433,94116,0.67,14,VH-283433-1,36,True
283433,27062,0.67,17,VH-283433-2,60,True
283433,280756,0.79,9,VH-283433-3,24,True
283569,27103,0.0,17,VH-283569-1,36,True
283569,283689,2.89,12,VH-283569-2,60,True
283569,283329,4.45,18,VH-283569-3,36,True
283586,285296,2.58,12,VH-283586-1,48,True
283586,27040,3.14,16,VH-283586-2,24,True
283586,283433,3.46,21,VH-283586-3,48,True
283689,283329,2.84,18,VH-283689-1,48,True
283689,27103,2.89,19,VH-283689-2,36,True
283689,283569,2.89,19,VH-283689-3,36,True
283743,283329,1.02,11,VH-283743-1,24,True
283743,27036,1.48,17,VH-283743-2,36,True
283743,27010,1.49,15,VH-283743-3,24,True
284938,94116,0.72,14,VH-284938-1,60,True
284938,27062,0.72,13,VH-284938-2,24,True
284938,280756,1.13,10,VH-284938-3,36,True
285296,283586,2.58,15,VH-285296-1,24,True
285296,283689,5.04,19,VH-285296-2,60,True
285296,27040,5.7,26,VH-285296-3,48,True
94116,27062,0.0,15,VH-94116-1,60,True
94116,283433,0.67,14,VH-94116-2,48,True
94116,284938,0.72,14,VH-94116-3,24,True
27083,94128,1.05,10,VH-27083-1,24,True
27083,283594,2.88,20,VH-27083-2,60,True
27083,283569,22.24,49,VH-27083-3,60,True
283594,94128,2.12,14,VH-283594-1,48,True
283594,27083,2.88,21,VH-283594-2,24,True
283594,283569,21.25,43,VH-283594-3,60,True
94128,27083,1.05,11,VH-94128-1,36,True
94128,283594,2.12,13,VH-94128-2,36,True
94128,283569,21.34,48,VH-94128-3,48,True
94136,27045,20.55,44,VH-94136-1,60,True
94136,284938,22.58,48,VH-94136-2,24,True
94136,27040,22.71,44,VH-94136-3,36,True
27003,27051,1.83,17,VH-27003-1,48,True
27003,27036,1.87,12,VH-27003-2,60,True
27003,283743,2.62,20,VH-27003-3,60,True
27004,27072,1.92,18,VH-27004-1,36,True
27004,283140,4.47,15,VH-27004-2,36,True
27004,285133,4.62,14,VH-27004-3,48,True
27011,282602,1.26,17,VH-27011-1,24,True
27011,94135,1.4,12,VH-27011-2,24,True
27011,283140,2.18,15,VH-27011-3,36,True
27012,94125,0.0,17,VH-27012-1,36,True
27012,284424,1.07,13,VH-27012-2,24,True
27012,283227,1.56,11,VH-27012-3,48,True
27013,93102,2.29,11,VH-27013-1,48,True
27013,281484,2.62,16,VH-27013-2,36,True
27013,283431,2.72,19,VH-27013-3,48,True
27072,27004,1.92,21,VH-27072-1,36,True
27072,283140,2.58,12,VH-27072-2,60,True
27072,285133,3.21,14,VH-27072-3,24,True
27074,285307,0.0,17,VH-27074-1,60,True
27074,285277,1.03,16,VH-27074-2,24,True
27074,284058,1.03,17,VH-27074-3,48,True
27086,283572,1.71,14,VH-27086-1,36,True
27086,93102,4.36,15,VH-27086-2,24,True
27086,283431,4.58,21,VH-27086-3,24,True
27095,27086,5.86,21,VH-27095-1,48,True
27095,283572,7.3,24,VH-27095-2,60,True
27095,27012,9.54,24,VH-27095-3,36,True
280829,94137,0.0,17,VH-280829-1,60,True
280829,284079,19.17,50,VH-280829-2,24,True
280829,284863,19.31,42,VH-280829-3,48,True
281484,285153,0.67,12,VH-281484-1,36,True
281484,285133,1.5,11,VH-281484-2,60,True
281484,285307,1.7,14,VH-281484-3,24,True
282585,283227,1.36,12,VH-282585-1,60,True
282585,282602,2.1,19,VH-282585-2,60,True
282585,27011,2.35,16,VH-282585-3,36,True
282602,27011,1.26,15,VH-282602-1,36,True
282602,285107,1.32,14,VH-282602-2,36,True
282602,282585,2.1,19,VH-282602-3,48,True
283140,94135,1.66,19,VH-283140-1,60,True
283140,284058,2.04,12,VH-283140-2,36,True
283140,285277,2.04,18,VH-283140-3,36,True
283227,282585,1.36,14,VH-283227-1,60,True
283227,27012,1.56,11,VH-283227-2,48,True
283227,94125,1.56,12,VH-283227-3,24,True
283402,283570,0.0,16,VH-283402-1,24,True
283402,94114,0.0,18,VH-283402-2,48,True
283402,283830,1.23,19,VH-283402-3,60,True
283431,93102,1.41,12,VH-283431-1,60,True
283431,27013,2.72,16,VH-283431-2,60,True
283431,281484,3.57,16,VH-283431-3,24,True
283572,27086,1.71,10,VH-283572-1,60,True
283572,27012,3.14,19,VH-283572-2,36,True
283572,94125,3.14,22,VH-283572-3,36,True
284058,285277,0.0,15,VH-284058-1,60,True
284058,285307,1.03,13,VH-284058-2,60,True
284058,27074,1.03,16,VH-284058-3,24,True
284424,94125,1.07,17,VH-284424-1,60,True
284424,27012,1.07,16,VH-284424-2,24,True
284424,94135,1.22,15,VH-284424-3,48,True
285107,282602,1.32,16,VH-285107-1,36,True
285107,27011,2.57,22,VH-285107-2,24,True
285107,93104,2.72,13,VH-285107-3,36,True
285133,281484,1.5,17,VH-285133-1,60,True
285133,284058,1.73,13,VH-285133-2,60,True
285133,285277,1.73,17,VH-285133-3,48,True
285153,281484,0.67,11,VH-285153-1,48,True
285153,285307,1.11,14,VH-285153-2,24,True
285153,27074,1.11,18,VH-285153-3,48,True
285277,284058,0.0,9,VH-285277-1,48,True
285277,285307,1.03,17,VH-285277-2,60,True
285277,27074,1.03,17,VH-285277-3,48,True
93102,283431,1.41,13,VH-93102-1,24,True
93102,281484,2.2,20,VH-93102-2,48,True
93102,27013,2.29,19,VH-93102-3,60,True
93104,285107,2.72,15,VH-93104-1,24,True
93104,282585,3.53,16,VH-93104-2,60,True
93104,282602,3.67,19,VH-93104-3,48,True
94125,27012,0.0,12,VH-94125-1,60,True
94125,284424,1.07,14,VH-94125-2,36,True
94125,283227,1.56,12,VH-94125-3,48,True
94135,284424,1.22,10,VH-94135-1,36,True
94135,27011,1.4,18,VH-94135-2,60,True
94135,283140,1.66,17,VH-94135-3,24,True
94137,280829,0.0,14,VH-94137-1,24,True
94137,284079,19.17,43,VH-94137-2,36,True
94137,284863,19.31,37,VH-94137-3,24,True
94151,284739,10855.32,16082,VH-94151-1,24,True
94151,94153,10871.11,19342,VH-94151-2,48,True
94151,284120,10872.82,15236,VH-94151-3,24,True
284770,94148,0.33,12,VH-284770-1,48,True
284770,283619,3.23,20,VH-284770-2,36,True
284770,94139,4.24,14,VH-284770-3,60,True
94139,94148,4.14,21,VH-94139-1,48,True
94139,284770,4.24,24,VH-94139-2,36,True
94139,285104,7.41,28,VH-94139-3,24,True
283825,94121,2.31,19,VH-283825-1,24,True
283825,94147,45.22,69,VH-283825-2,36,True
283825,27088,54.34,85,VH-283825-3,36,True
94121,283825,2.31,18,VH-94121-1,24,True
94121,94147,46.04,90,VH-94121-2,60,True
94121,27088,54.18,90,VH-94121-3,36,True
280729,94141,4.2,23,VH-280729-1,36,True
280729,282736,4.99,21,VH-280729-2,48,True
280729,94138,51.29,90,VH-280729-3,36,True
282736,94141,4.39,18,VH-282736-1,24,True
282736,280729,4.99,18,VH-282736-2,24,True
282736,27053,55.27,86,VH-282736-3,36,True
94141,280729,4.2,16,VH-94141-1,24,True
94141,282736,4.39,20,VH-94141-2,24,True
94141,94138,53.57,88,VH-94141-3,48,True
283593,284717,0.59,12,VH-283593-1,24,True
283593,284393,8.25,21,VH-283593-2,36,True
283593,27032,9.47,32,VH-283593-3,24,True
282665,94117,0.0,18,VH-282665-1,48,True
282665,284881,1.55,13,VH-282665-2,24,True
282665,283571,4.58,18,VH-282665-3,48,True
283500,282665,10.55,32,VH-283500-1,36,True
283500,94117,10.55,29,VH-283500-2,48,True
283500,284881,11.7,33,VH-283500-3,24,True
283571,284881,3.14,17,VH-283571-1,36,True
283571,282665,4.58,14,VH-283571-2,36,True
283571,94117,4.58,19,VH-283571-3,48,True
284881,282665,1.55,19,VH-284881-1,60,True
284881,94117,1.55,12,VH-284881-2,24,True
284881,283571,3.14,22,VH-284881-3,36,True
94117,282665,0.0,10,VH-94117-1,60,True
94117,284881,1.55,11,VH-94117-2,60,True
94117,283571,4.58,16,VH-94117-3,60,True
27085,283341,13.56,30,VH-27085-1,24,True
27085,284203,14.57,39,VH-27085-2,60,True
27085,280727,14.67,38,VH-27085-3,48,True
27092,94146,12.91,30,VH-27092-1,48,True
27092,93105,18.15,41,VH-27092-2,48,True
27092,285311,20.18,44,VH-27092-3,24,True
280727,283399,1.56,17,VH-280727-1,24,True
280727,284203,1.57,16,VH-280727-2,60,True
280727,94118,3.15,22,VH-280727-3,48,True
283341,284203,2.23,16,VH-283341-1,36,True
283341,280727,3.67,19,VH-283341-2,24,True
283341,283399,4.27,19,VH-283341-3,60,True
283399,280727,1.56,14,VH-283399-1,48,True
283399,94118,1.59,20,VH-283399-2,36,True
283399,284203,2.08,16,VH-283399-3,48,True
283635,283341,6.79,19,VH-283635-1,36,True
283635,284203,7.86,24,VH-283635-2,48,True
283635,94118,8.53,23,VH-283635-3,36,True
284203,280727,1.57,11,VH-284203-1,60,True
284203,283399,2.08,18,VH-284203-2,36,True
284203,283341,2.23,19,VH-284203-3,48,True
285311,94118,4.83,22,VH-285311-1,36,True
285311,283399,6.42,24,VH-285311-2,60,True
285311,94146,7.9,23,VH-285311-3,48,True
94118,283399,1.59,12,VH-94118-1,60,True
94118,280727,3.15,13,VH-94118-2,24,True
94118,284203,3.4,17,VH-94118-3,60,True
94146,285311,7.9,24,VH-94146-1,60,True
94146,94118,12.38,32,VH-94146-2,60,True
94146,27092,12.91,28,VH-94146-3,36,True
94149,27085,31.36,61,VH-94149-1,24,True
94149,285104,36.74,76,VH-94149-2,48,True
94149,93107,38.03,82,VH-94149-3,36,True
283204,94154,0.0,15,VH-283204-1,48,True
283204,94150,3.38,19,VH-283204-2,36,True
283204,283670,4.27,20,VH-283204-3,24,True
283670,93103,3.72,16,VH-283670-1,60,True
283670,283204,4.27,20,VH-283670-2,48,True
283670,94154,4.27,19,VH-283670-3,24,True
93103,94150,3.23,17,VH-93103-1,36,True
93103,283670,3.72,23,VH-93103-2,24,True
93103,94154,5.57,23,VH-93103-3,36,True
94119,94150,36.32,68,VH-94119-1,36,True
94119,93103,37.2,71,VH-94119-2,36,True
94119,283204,39.02,67,VH-94119-3,48,True
94150,93103,3.23,17,VH-94150-1,24,True
94150,283204,3.38,18,VH-94150-2,24,True
94150,94154,3.38,22,VH-94150-3,36,True
94154,283204,0.0,9,VH-94154-1,36,True
94154,94150,3.38,17,VH-94154-2,48,True
94154,283670,4.27,18,VH-94154-3,60,True
27060,94152,0.0,16,VH-27060-1,48,True
27060,283690,3.58,17,VH-27060-2,24,True
27060,27098,3.84,21,VH-27060-3,24,True
27090,283590,1.78,11,VH-27090-1,60,True
27090,27098,3.83,16,VH-27090-2,24,True
27090,280308,5.03,18,VH-27090-3,60,True
27094,283581,2.24,16,VH-27094-1,48,True
27094,280308,2.79,16,VH-27094-2,60,True
27094,283690,3.57,18,VH-27094-3,60,True
27098,284346,1.9,19,VH-27098-1,24,True
27098,27090,3.83,19,VH-27098-2,60,True
27098,94152,3.84,19,VH-27098-3,48,True
280308,27094,2.79,15,VH-280308-1,24,True
280308,283581,4.2,16,VH-280308-2,36,True
280308,27090,5.03,24,VH-280308-3,24,True
280309,27099,0.0,15,VH-280309-1,60,True
280309,94113,0.17,10,VH-280309-2,24,True
280309,27089,2.18,18,VH-280309-3,24,True
283581,283690,1.7,15,VH-283581-1,24,True
283581,27094,2.24,16,VH-283581-2,48,True
283581,280308,4.2,20,VH-283581-3,36,True
283590,27090,1.78,19,VH-283590-1,24,True
283590,280308,5.31,23,VH-283590-2,48,True
283590,27098,5.58,21,VH-283590-3,24,True
283690,283581,1.7,19,VH-283690-1,36,True
283690,27094,3.57,17,VH-283690-2,36,True
283690,27060,3.58,22,VH-283690-3,60,True
284346,27098,1.9,19,VH-284346-1,36,True
284346,27060,3.93,22,VH-284346-2,24,True
284346,94152,3.93,20,VH-284346-3,60,True
93105,284346,5.55,20,VH-93105-1,60,True
93105,27060,6.67,26,VH-93105-2,48,True
93105,94152,6.67,25,VH-93105-3,60,True
94124,283590,6.36,21,VH-94124-1,60,True
94124,280308,7.33,20,VH-94124-2,24,True
94124,27090,7.93,27,VH-94124-3,60,True
94152,27060,0.0,16,VH-94152-1,36,True
94152,283690,3.58,17,VH-94152-2,24,True
94152,27098,3.84,17,VH-94152-3,36,True
283619,93107,2.7,14,VH-283619-1,48,True
283619,284770,3.23,18,VH-283619-2,60,True
283619,94148,3.34,22,VH-283619-3,36,True
285104,284770,4.71,23,VH-285104-1,36,True
285104,283619,4.84,15,VH-285104-2,36,True
285104,94148,5.04,23,VH-285104-3,36,True
93107,283619,2.7,13,VH-93107-1,36,True
93107,285104,5.64,24,VH-93107-2,48,True
93107,284770,5.85,19,VH-93107-3,48,True
94148,284770,0.33,15,VH-94148-1,36,True
94148,283619,3.34,18,VH-94148-2,36,True
94148,94139,4.14,18,VH-94148-3,48,True
27032,284393,1.79,12,VH-27032-1,60,True
27032,284717,9.02,30,VH-27032-2,24,True
27032,283593,9.47,24,VH-27032-3,24,True
284393,27032,1.79,13,VH-284393-1,36,True
284393,284717,7.87,23,VH-284393-2,24,True
284393,283593,8.25,32,VH-284393-3,60,True
284717,283593,0.59,10,VH-284717-1,36,True
284717,284393,7.87,29,VH-284717-2,48,True
284717,27032,9.02,28,VH-284717-3,48,True
280310,284722,1.72,13,VH-280310-1,48,True
280310,94155,2.4,16,VH-280310-2,48,True
280310,282597,24.43,53,VH-280310-3,60,True
284722,280310,1.72,16,VH-284722-1,48,True
284722,94155,2.63,20,VH-284722-2,36,True
284722,282597,23.72,52,VH-284722-3,36,True
94126,280310,26.52,51,VH-94126-1,24,True
94126,94155,27.57,53,VH-94126-2,60,True
94126,284722,28.22,47,VH-94126-3,48,True
94155,280310,2.4,20,VH-94155-1,48,True
94155,284722,2.63,15,VH-94155-2,60,True
94155,282597,22.1,43,VH-94155-3,48,True
28010,283702,60.72,121,VH-28010-1,48,True
28010,284575,60.72,108,VH-28010-2,48,True
28010,285189,61.25,94,VH-28010-3,36,True
28018,284423,1.29,14,VH-28018-1,36,True
28018,280239,2.64,16,VH-28018-2,48,True
28018,28056,2.75,21,VH-28018-3,24,True
280237,28028,1.27,20,VH-280237-1,48,True
280237,283068,1.69,14,VH-280237-2,24,True
280237,28065,1.95,15,VH-280237-3,60,True
280239,284423,2.22,14,VH-280239-1,60,True
280239,28018,2.64,22,VH-280239-2,36,True
280239,282514,3.28,22,VH-280239-3,60,True
28028,280237,1.27,15,VH-28028-1,60,True
28028,28065,2.67,19,VH-28028-2,36,True
28028,283068,2.72,20,VH-28028-3,24,True
28056,28065,0.6,16,VH-28056-1,36,True
28056,283068,0.96,14,VH-28056-2,60,True
28056,284423,2.3,19,VH-28056-3,48,True
28065,28056,0.6,16,VH-28065-1,60,True
28065,283068,0.77,17,VH-28065-2,24,True
28065,280237,1.95,19,VH-28065-3,24,True
28070,282512,5.39,17,VH-28070-1,60,True
28070,282514,7.39,25,VH-28070-2,60,True
28070,284237,7.9,25,VH-28070-3,36,True
28072,28069,0.0,14,VH-28072-1,48,True
28072,283634,0.0,15,VH-28072-2,60,True
28072,28037,0.86,14,VH-28072-3,60,True
283607,283068,6.64,21,VH-283607-1,60,True
283607,280237,6.96,29,VH-283607-2,36,True
283607,28056,7.29,30,VH-283607-3,36,True
283702,284575,0.0,12,VH-283702-1,60,True
283702,283607,14.3,33,VH-283702-2,60,True
283702,280237,20.64,43,VH-283702-3,36,True
284423,28018,1.29,13,VH-284423-1,36,True
284423,28065,2.12,17,VH-284423-2,48,True
284423,280239,2.22,19,VH-284423-3,48,True
28012,283790,1.84,14,VH-28012-1,48,True
28012,283669,3.18,20,VH-28012-2,48,True
28012,284241,3.28,13,VH-28012-3,48,True
28050,28012,27.2,44,VH-28050-1,60,True
28050,283790,28.04,55,VH-28050-2,60,True
28050,283669,28.41,52,VH-28050-3,60,True
283633,283659,3.41,15,VH-283633-1,24,True
283633,284300,3.62,16,VH-283633-2,36,True
283633,285180,4.09,25,VH-283633-3,36,True
283659,285233,0.7,12,VH-283659-1,48,True
283659,284263,3.19,22,VH-283659-2,48,True
283659,283633,3.41,21,VH-283659-3,60,True
283669,284241,1.05,10,VH-283669-1,48,True
283669,284080,1.16,15,VH-283669-2,36,True
283669,284263,1.87,11,VH-283669-3,36,True
283790,28012,1.84,18,VH-283790-1,60,True
283790,285233,2.93,15,VH-283790-2,24,True
283790,283659,3.63,14,VH-283790-3,60,True
284080,284241,0.63,19,VH-284080-1,24,True
284080,284263,0.8,13,VH-284080-2,36,True
284080,283669,1.16,18,VH-284080-3,48,True
284241,284080,0.63,16,VH-284241-1,60,True
284241,284263,0.93,19,VH-284241-2,36,True
284241,283669,1.05,16,VH-284241-3,60,True
284263,284080,0.8,18,VH-284263-1,60,True
284263,284241,0.93,15,VH-284263-2,36,True
284263,283669,1.87,18,VH-284263-3,24,True
284300,284263,2.44,18,VH-284300-1,24,True
284300,284080,3.02,12,VH-284300-2,24,True
284300,284241,3.36,19,VH-284300-3,24,True
285180,283633,4.09,25,VH-285180-1,48,True
285180,283659,4.9,22,VH-285180-2,60,True
285180,285233,5.23,18,VH-285180-3,60,True
285233,283659,0.7,17,VH-285233-1,36,True
285233,283790,2.93,15,VH-285233-2,60,True
285233,284263,3.35,14,VH-285233-3,48,True
98121,285180,28.0,61,VH-98121-1,60,True
98121,283633,28.25,67,VH-98121-2,36,True
98121,284300,30.49,63,VH-98121-3,48,True
283052,282520,0.68,14,VH-283052-1,60,True
283052,284569,1.39,16,VH-283052-2,24,True
283052,285241,1.43,17,VH-283052-3,24,True
28024,284365,0.89,12,VH-28024-1,36,True
28024,283390,0.94,16,VH-28024-2,36,True
28024,28039,1.02,16,VH-28024-3,36,True
283517,284547,2.48,19,VH-283517-1,48,True
283517,283376,2.57,18,VH-283517-2,48,True
283517,28038,3.33,21,VH-283517-3,60,True
285098,284401,0.09,13,VH-285098-1,36,True
285098,28039,0.94,19,VH-285098-2,48,True
285098,284365,1.36,14,VH-285098-3,36,True
28040,28048,0.0,18,VH-28040-1,48,True
28040,282953,2.69,12,VH-28040-2,36,True
28040,284784,6.73,25,VH-28040-3,24,True
282953,28040,2.69,14,VH-282953-1,24,True
282953,28048,2.69,12,VH-282953-2,60,True
282953,284784,7.76,20,VH-282953-3,60,True
284784,28040,6.73,26,VH-284784-1,48,True
284784,28048,6.73,21,VH-284784-2,24,True
284784,282953,7.76,27,VH-284784-3,48,True
28042,98114,158.9,299,VH-28042-1,48,True
28042,283344,159.21,232,VH-28042-2,48,True
28042,283367,160.1,305,VH-28042-3,60,True
284494,283070,0.66,14,VH-284494-1,60,True
284494,98107,1.18,14,VH-284494-2,60,True
284494,28100,1.78,17,VH-284494-3,60,True
28014,284410,1.99,15,VH-28014-1,36,True
28014,283629,2.92,18,VH-28014-2,36,True
28014,282403,3.59,15,VH-28014-3,36,True
280395,284406,0.0,17,VH-280395-1,24,True
280395,284179,0.0,10,VH-280395-2,36,True
280395,283703,3.82,23,VH-280395-3,24,True
28048,28040,0.0,17,VH-28048-1,48,True
28048,282953,2.69,15,VH-28048-2,24,True
28048,284784,6.73,24,VH-28048-3,60,True
282403,285187,1.32,18,VH-282403-1,24,True
282403,283629,1.87,12,VH-282403-2,48,True
282403,284410,3.34,21,VH-282403-3,24,True
282408,283627,4.3,17,VH-282408-1,24,True
282408,282956,5.96,24,VH-282408-2,24,True
282408,284410,6.09,27,VH-282408-3,48,True
282410,284419,0.97,19,VH-282410-1,60,True
282410,283621,3.14,21,VH-282410-2,48,True
282410,285187,3.95,20,VH-282410-3,36,True
282956,284410,3.26,24,VH-282956-1,24,True
282956,28014,3.94,21,VH-282956-2,36,True
282956,283627,4.62,22,VH-282956-3,36,True
283621,282410,3.14,20,VH-283621-1,48,True
283621,285187,3.32,22,VH-283621-2,36,True
283621,284419,4.01,20,VH-283621-3,36,True
283627,284410,2.46,20,VH-283627-1,48,True
283627,282403,3.75,15,VH-283627-2,60,True
283627,285187,4.0,17,VH-283627-3,60,True
283629,282403,1.87,19,VH-283629-1,36,True
283629,28014,2.92,18,VH-283629-2,48,True
283629,285187,3.02,22,VH-283629-3,36,True
284410,28014,1.99,15,VH-284410-1,48,True
284410,283627,2.46,18,VH-284410-2,60,True
284410,282956,3.26,16,VH-284410-3,24,True
284419,282410,0.97,12,VH-284419-1,24,True
284419,283621,4.01,23,VH-284419-2,48,True
284419,285187,4.16,18,VH-284419-3,48,True
285187,282403,1.32,16,VH-285187-1,60,True
285187,283629,3.02,14,VH-285187-2,48,True
285187,283621,3.32,19,VH-285187-3,48,True
28019,284712,0.57,13,VH-28019-1,24,True
28019,283551,0.84,14,VH-28019-2,48,True
28019,283687,0.87,13,VH-28019-3,60,True
280396,285092,2.44,18,VH-280396-1,24,True
280396,283687,2.8,20,VH-280396-2,24,True
280396,283551,3.01,18,VH-280396-3,60,True
28060,28004,0.0,16,VH-28060-1,24,True
28060,285246,0.43,18,VH-28060-2,48,True
28060,283385,0.74,14,VH-28060-3,60,True
283668,283407,2.37,16,VH-283668-1,60,True
283668,283632,2.48,19,VH-283668-2,60,True
283668,282539,3.13,21,VH-283668-3,36,True
284950,283716,0.14,18,VH-284950-1,60,True
284950,284383,0.56,9,VH-284950-2,48,True
284950,283658,0.7,11,VH-284950-3,60,True
285071,280396,5.23,16,VH-285071-1,24,True
285071,283641,6.4,23,VH-285071-2,48,True
285071,285092,7.57,22,VH-285071-3,60,True
28064,284154,4.05,24,VH-28064-1,36,True
28064,283998,5.29,21,VH-28064-2,36,True
28064,98110,5.67,26,VH-28064-3,36,True
28100,283998,1.34,16,VH-28100-1,36,True
28100,98110,1.56,13,VH-28100-2,60,True
28100,284494,1.78,18,VH-28100-3,36,True
282429,284240,1.21,12,VH-282429-1,48,True
282429,283675,1.39,19,VH-282429-2,48,True
282429,98107,2.21,17,VH-282429-3,48,True
283595,283517,3.91,22,VH-283595-1,60,True
283595,283376,6.15,20,VH-283595-2,24,True
283595,284547,6.16,22,VH-283595-3,24,True
284240,283675,0.65,10,VH-284240-1,24,True
284240,282429,1.21,17,VH-284240-2,60,True
284240,98107,1.97,20,VH-284240-3,60,True
284365,28039,0.44,16,VH-284365-1,36,True
284365,28024,0.89,11,VH-284365-2,36,True
284365,284401,1.28,19,VH-284365-3,60,True
98110,28013,0.5,12,VH-98110-1,60,True
98110,285108,1.54,16,VH-98110-2,60,True
98110,28100,1.56,19,VH-98110-3,36,True
28007,284777,1.9,14,VH-28007-1,60,True
28007,283831,10.09,29,VH-28007-2,60,True
28007,28043,11.0,30,VH-28007-3,24,True
284777,28007,1.9,11,VH-284777-1,60,True
284777,283831,11.97,30,VH-284777-2,48,True
284777,28043,12.58,32,VH-284777-3,48,True
28037,28072,0.86,15,VH-28037-1,60,True
28037,283634,0.86,19,VH-28037-2,36,True
28037,28069,0.86,9,VH-28037-3,48,True
282512,284237,2.52,21,VH-282512-1,24,True
282512,282514,4.69,16,VH-282512-2,60,True
282512,28070,5.39,19,VH-282512-3,48,True
282514,28037,1.55,20,VH-282514-1,24,True
282514,28072,2.25,21,VH-282514-2,36,True
282514,28069,2.25,13,VH-282514-3,60,True
283634,28072,0.0,15,VH-283634-1,24,True
283634,28069,0.0,17,VH-283634-2,48,True
283634,28037,0.86,14,VH-283634-3,60,True
284237,282512,2.52,14,VH-284237-1,60,True
284237,282514,4.84,17,VH-284237-2,48,True
284237,28037,5.42,23,VH-284237-3,48,True
285189,28018,4.53,17,VH-285189-1,36,True
285189,28056,4.8,23,VH-285189-2,48,True
285189,28065,5.37,21,VH-285189-3,60,True
28020,285134,6.63,22,VH-28020-1,60,True
28020,283893,8.53,29,VH-28020-2,36,True
28020,28044,21.27,41,VH-28020-3,60,True
28044,285134,18.8,41,VH-28044-1,36,True
28044,28020,21.27,41,VH-28044-2,48,True
28044,283893,22.84,50,VH-28044-3,24,True
28081,28020,50.84,76,VH-28081-1,60,True
28081,28044,56.55,88,VH-28081-2,36,True
28081,285134,56.86,97,VH-28081-3,24,True
283893,285134,4.32,16,VH-283893-1,48,True
283893,28020,8.53,29,VH-283893-2,48,True
283893,28044,22.84,50,VH-283893-3,48,True
283944,28086,0.0,12,VH-283944-1,60,True
283944,283673,0.0,10,VH-283944-2,36,True
